איזור גידול,סוג חלקה,אורגני,מספר חלקה ,_id,שם חלקת אם,שם חלקה מפורט,שטח ברוטו (דונם),מגוף השקייה,מקור מים,דונם לגידול שלחין,תיאור מיקום מדוייק,אזור פיצוי בצורת,אחוז בצורת,איזור ביטוח קנט,מספר משרד החקלאות,מספר חלקה ישן,SHAPE_Length,מרכז שדה קו-רוחב,מרכז שדה קו-אורך,OBJECTID *,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,חורף 2018,קיץ 2018,2019,2019 - קיץ,2020,2021,2022,2023,2024,פתיחת חלקה בביאקם 2019,,דוררת,גרב אבקי,אבנים,רגישות לקרה,חיטוי אדיגן,תאריך אחרון לחיטוי,התאמה לריסוס אווירי,הרכב הקרקע,ניקוז,רוחות,גשם,"אפיון סביבה ונוף:
מגבלות שהוטלו ע""י המשרד לאיכות הסביבה / נציבות המים / הרשות לשמירת הטבע ","נכסי טבע ונוף בסביבה
(צומח,חי,אתרים היסטוריים וארכאולוגים)",פוריות ,התאמת הקרקע לגידול ,התאמת מי השקיה לגידול,עשבים רעים,"הדברת עשבים
(חומרים / שיטות)",שאריות חומרי הדברת עשבים,מזיקים ומחלות בגידולים קודמים (בגידול ב 2017),מכשולים בחלקה ובסביבתה,זבלים אורגניים,נזק מבעלי חים,נזק מגידולים שכנים,בטיחות עובדים ,"גורמים מיקרוביאליים
(רמת הסיכון)",ינבוט,עלקת מצרית,דטורה,סיכונים לאורגני,type
בית קמה,שלחין,רגיל,112,112-1,בריכה מרכז,בריכה מרכז - 1,95,1,"שפד""ן בית קמה",95,,ד7,100,בית קמה מזרח - 7,42912,112,1251.499522,593785.3511,177788.0447,56,,,,חיטה / גזר קיץ,חיטה א',"תפו""א / מללי",פפריקה,מללי,חיטה א',חיטה ב',"תפו""א / מללי",חיטה א',גזר,חיטה א',"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,112,112-2,בריכה מרכז,בריכה מרכז - 2,89,2,"שפד""ן בית קמה",89,,ד7,100,בית קמה מזרח - 7,42859,112,1216.394365,594032.5941,177938.1971,241,,,,חיטה / גזר קיץ,חיטה א',"תפו""א / מללי",פפריקה,מללי,חיטה א',חיטה ב',"תפו""א / מללי",חיטה א',גזר,חיטה א',"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,114,114-11,בריכה פלחה,בריכה פלחה,28,,,28,,ד7,100,בית קמה מזרח - 7,42884,114,757.231998,594362.8113,177611.4091,25,,,,,חיטה ב',חומוס,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',"אפונה + תפ""א",חיטה א',חיטה ב',שעורה,מללי,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1051,1051-1,גדול דרום,גדול דרום - 1,116,111,"שפד""ן מיגדה",116,,ד3,100,מיגדה - 4,42333,1051,1346.465032,584525.9973,163166.6486,331,,,מללי,פפריקה,מללי,"תפו""א / תירס",חיטה א',חיטה ב',פטרוזיליה,חיטה א',"תפו""א",חיטה א',מללי,שעורה,"תפו""א",חיטה א',בצל,,חיטה א',,פטרוזיליה,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,הרבה דטורה בבצל 2018,,plot
מיגדה,שלחין,רגיל,1051,1051-2,גדול דרום,גדול דרום - 2,123,112,"שפד""ן מיגדה",123,,ד3,100,מיגדה - 4,42289,1051,1571.400749,584620.6792,162796.2066,316,,,מללי,פפריקה,מללי,"תפו""א / מללי",חיטה א',חיטה ב',פטרוזיליה,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',בצל,,חיטה א',,פטרוזיליה,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,הרבה דטורה בבצל 2018,,plot
מיגדה,שלחין,רגיל,1053,1053-1,גדול מרכז,גדול מרכז - 1,109,111,"שפד""ן מיגדה",109,,ד3,100,מיגדה - 4,42288,1053,1370.430932,584802.4688,163202.4695,315,,,פפריקה,מללי,"תפו""א",חיטה א',פטרוזיליה,חיטה א',גזר,חיטה א',"תפו""א / מללי",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חימצה,,חיטה א',,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1053,1053-2,גדול מרכז,גדול מרכז - 2,105,112,"שפד""ן מיגדה",105,,ד3,100,מיגדה - 4,42411,1053,1354.229361,584924.8138,162795.0025,326,,,פפריקה,מללי,"תפו""א",חיטה א',פטרוזיליה,חיטה א',גזר,חיטה א',"תפו""א / מללי",חיטה א' + סלרי,חיטה א' + חיטה ב',שעורה,"תפו""א",חיטה א',חימצה,,חיטה א',,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1053,1053-3,גדול מרכז,גדול מרכז - 3,33,113,"שפד""ן מיגדה",33,,ד3,100,מיגדה - 4,141911,1053,851.062642,585032.8749,162525.2682,325,,,פפריקה,מללי,"תפו""א",חיטה א',גזר,חיטה א' + גזר,חיטה ב' + פטרוזיליה,"תפו""א",חיטה א',סלרי,חיטה א',"תפו""א",חיטה א',חיטה א',חימצה,,חיטה א',,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1054,1054-1,גדול צפון,גדול צפון - 1,83,111,"שפד""ן מיגדה",83,,ד3,100,מיגדה - 4,42331,1054,1298.083436,585031.6262,163227.0892,329,,,חיטה א',"תפו""א / (פטרוזיליה + תירס)",חיטה א',פפריקה,חיטה א',"תפו""א",חיטה א',פטרוזיליה,חיטה א',"תפו""א",חיטה א',מללי,חיטה א',"תפו""א",חיטה א',,חימצה,,חיטה א',"תפו""א",,,,פתוח,בעל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1054,1054-2,גדול צפון,גדול צפון - 2,97,112,"שפד""ן מיגדה",97,,ד3,100,מיגדה - 4,42287,1054,1352.621107,585178.1924,162806.2368,314,,,חיטה א',"תפו""א / (פטרוזיליה + תירס)",חיטה א',פפריקה,חיטה א',"תפו""א",חיטה א',פטרוזיליה,חיטה א',"תפו""א",חיטה א',מללי,חיטה א',"תפו""א",חיטה א',,חימצה,,חיטה א',"תפו""א",,,,פתוח,בעל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1054,1054-3,גדול צפון,גדול צפון - 3,77,113,"שפד""ן מיגדה",77,,ד3,100,מיגדה - 4,42330,1054,1199.177425,585306.3901,162468.8723,328,,,חיטה א',"תפו""א / תירס",חיטה א',מללי,חיטה א',"תפו""א",חיטה א',פטרוזיליה,חיטה א',"תפו""א",חיטה א',מללי,חיטה א',"תפו""א",חיטה א',,חימצה,,חיטה א',"תפו""א",,,,פתוח,בעל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1050,1050-1,ואדי,ואדי - 1,43,112,"שפד""ן מיגדה",43,,ד3,100,מיגדה - 4,42335,1050,1181.971523,584355.2927,162539.1689,342,,,מללי,חיטה א',"תפו""א",חיטה א',עדכון,41872,גזר,"תפו""א",חיטה א',חיטה ב',שעורה,כרב נח,חיטה א',חימצה,חיטה א',,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1050,1050-2,ואדי,ואדי - 2,80,114,"שפד""ן מיגדה",80,,ד3,100,מיגדה - 4,42290,1050,1217.40508,584492.1901,162361.4994,317,,,מללי,חיטה א',"תפו""א",חיטה א',חיטה ב',כרב נח,גזר,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חימצה,חיטה א',,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1050,1050-3,ואדי,ואדי - 3,81,115,"שפד""ן מיגדה",81,,ד3,100,מיגדה - 4,42405,1050,1283.107115,584615.9744,161960.2615,324,,,מללי,חיטה א',"תפו""א",חיטה א',חיטה ב',כרב נח,גזר,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חימצה,חיטה א',,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,115,115,ואדיות 1,ואדיות 1,393,,,393,,ד2,100,בית קמה מרכז - 8,42750,115,4650.22944,596996.6206,175509.2468,145,,,,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',שעורה,אבטיח,אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,115,115,ואדיות 1,ואדיות 1,71,,,71,,ד7,100,בית קמה דרום - 6,42749,165,1522.14044,596455.1647,175378.6506,372,,,,,,,,אפונה,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אבטיח,אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,115,115,ואדיות 1,ואדיות 1,39,,,39,,ד7,100,בית קמה דרום - 6,42749,165,1382.552004,596545.6056,175053.595,374,,,,,,,,אפונה,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אבטיח,אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,116,116,ואדיות 2,ואדיות 2,60,,,60,,ד2,80,בית קמה מרכז - 8,42899,116,1650.679266,597297.4657,175984.135,40,,,,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',שעורה,אבטיח,אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,117,117,ואדיות 3,ואדיות 3,235,,,235,,ד2,80,בית קמה מרכז - 8,42900,117,3210.572173,597742.4717,175757.1148,41,,,,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',שעורה,אבטיח,אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2037,2037,זיתים,זיתים,70,206,קידוח משמר הנגב,64,,ד7,100,משמר הנגב - 3,42344,2037,2217.051543,586036.4309,172598.6277,301,,"אפונה / תפו""א",מללי,חיטה א',חיטה ב',מללי,כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',כרב נח,גזר,כרב נח,כרב נח,"תפו""א",,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,מטעים,אורגני,311,311,חוחובה 2011,מצבה צפון - 2,70,,ביוב בית קמה,70,,ד5,100,בית קמה דרום - 6,<Null>,274,1544.014594,594655.1438,176588.7537,282,,,,,,,,חיטה,גזר,חיטה א',חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,מטעים,אורגני,312,312,חוחובה 2012,מצבה צפון - 2,72,,ביוב בית קמה,72,,ד5,100,בית קמה דרום - 6,<Null>,274,1544.014594,594655.1438,176588.7537,282,,,,,,,,חיטה,גזר,חיטה א',חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,מטעים,רגיל,315,315,חוחובה 2015,חוחובה 2015,494,,"שפד""ן בית קמה",494,,ד5,80,בית קמה מזרח - 7,42961,109,5992.358823,595334.4493,178641.8684,420,,,,,,,,חיטה ב',,,,,,,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,מטעים,רגיל,316,316,חוחובה 2016,חוחובה 2016,508,,"שפד""ן בית קמה",508,,ד5,80,בית קמה מזרח - 7,42875,103,5162.233187,596310.5085,178374.5301,15,,,,,מללי,חיטה א',חיטה ב',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',חיטה ב',חוחובה,חוחובה,חוחובה,חוחובה,,חוחובה,חוחובה,חוחובה,חוחובה,חוחובה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,120,120-1,טורקיה 1-2,טורקיה - 1,54,31,"שפד""ן בית קמה",54,טורקיה - 1 מערב,ד2,80,בית קמה מרכז - 8,42921,120,1542.599878,596186.1693,176685.6702,254,,,,חיטה א',פפריקה,מללי,"תפו""א",חיטה א',חיטה ב',כרב נח,חיטה א',"תפו""א / מללי",חיטה א',חיטה ב',שעורה,"תפו""א/מללי",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,120,120-2,טורקיה 1-2,טורקיה - 2,57,32,"שפד""ן בית קמה",57,טורקיה - 2 מערב,ד2,80,בית קמה מרכז - 8,42939,120,1599.572975,596545.9761,176856.2593,65,,,,חיטה א',פפריקה,מללי,"תפו""א",חיטה א',חיטה ב',כרב נח,חיטה א',"תפו""א / מללי",חיטה א',חיטה ב',שעורה,"תפו""א/מללי",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,120,120-1,טורקיה 1-2,טורקיה - 1,93,31,"שפד""ן בית קמה",93,טורקיה - 1 מזרח,ד2,80,בית קמה מרכז - 8,42921,120,1542.599878,596186.1693,176685.6702,254,,,,גזר  / פפריקה,"תפו""א",חיטה א',חיטה ב',חיטה ב',אפונה,"תפו""א",חיטה א',סלרי / מללי,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,,חימצה בעל,,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,120,120-2,טורקיה 1-2,טורקיה - 2,92,32,"שפד""ן בית קמה",92,טורקיה - 2 מזרח,ד2,80,בית קמה מרכז - 8,42939,120,1599.572975,596545.9761,176856.2593,65,,,,גזר  / פפריקה,"תפו""א",חיטה א',חיטה ב',חיטה ב',אפונה,"תפו""א",חיטה א',סלרי / מללי,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,,חימצה בעל,,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,121,121-3,טורקיה 3-4 מזרח,טורקיה - 3 מזרח,85,,,85,,ד2,80,בית קמה מרכז - 8,42857,121,1233.313666,596880.1126,177100.5505,239,,,,,מללי,חיטה א',חיטה ב',חיטה ב',אפונה,"תפו""א + חיטה א'",חיטה א' + חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,מללי,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,121,121-4,טורקיה 3-4 מזרח,טורקיה - 4 מזרח,96,,,96,,ד2,80,בית קמה מרכז - 8,42919,121,1327.801214,597228.1903,177272.4665,63,,,,,מללי,חיטה א',חיטה ב',חיטה ב',אפונה,"תפו""א + חיטה א'",חיטה א' + חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,מללי,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,122,122-3,טורקיה 3-4 מערב,טורקיה - 3 מערב,48,33,"שפד""ן בית קמה",48,,ד2,80,בית קמה מרכז - 8,125020,122,1012.708209,596911.7073,176905.5602,256,,,,פפריקה,"תפו""א",חיטה א',חיטה ב',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',שעורה,,גזר,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,122,122-4,טורקיה 3-4 מערב,טורקיה - 4 מערב,49,34,"שפד""ן בית קמה",49,,ד2,80,בית קמה מרכז - 8,42920,122,1148.454624,597228.4588,177066.4753,64,,,,פפריקה,"תפו""א",חיטה א',חיטה ב',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',שעורה,,גזר,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,125,125-2,טקסס,טקסס - 2,111,32,"שפד""ן בית קמה",98,,ד2,80,בית קמה מרכז - 8,42917,124,1384.633767,596406.1704,177173.9559,61,,,,חיטה,פפריקה,מללי,חיטה א',חיטה ב',"תפו""א",חיטה א',סלרי / מללי,חיטה א',"תפו""א / מללי",סלרי / חיטה א',חיטה א' + חיטה ב',חיטה ב',"תפו""א",,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,125,125-3,טקסס,טקסס - 3,103,33,"שפד""ן בית קמה",103,,ד2,80,בית קמה מרכז - 8,42942,125,1314.974157,596754.8663,177345.6877,258,,,,"תפו""א",חיטה א',גזר + תירס,חיטה א',"תפו""א",חיטה א',גזר + חיטה ב',חיטה א' + מללי,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",שעורה,,כרב נח,,חיטה א',"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,125,125-4,טקסס,טקסס - 4,113,34,"שפד""ן בית קמה",113,,ד2,80,בית קמה מרכז - 8,42918,125,1405.524759,597102.4268,177517.2171,62,,,,"תפו""א",חיטה א',גזר + תירס,חיטה א',"תפו""א",חיטה א',גזר + חיטה ב',חיטה א' + מללי,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",שעורה,,כרב נח,,חיטה א',"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,125-1,125-1,טקסס - 1,טקסס - 1,124,31,"שפד""ן בית קמה",116,,ד2,80,בית קמה מרכז - 8,42916,123,1419.898435,596031.5573,176992.0142,60,,,,חיטה ,פפריקה,מללי,חיטה א',"תפו""א","תפו""א",גזר,חיטה א',חיטה ב',"תפו""א / מללי",חיטה א',חיטה ב',חיטה,"תפו""א",,גזר,,חיטה א',חיטה ב',כרב נח,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יש,,plot
בית קמה,שלחין,רגיל,129,129-1,ירדן,ירדן - 1,62,41,"שפד""ן בית קמה",62,,ד2,80,בית קמה מרכז - 8,42885,128,1287.577465,598360.2702,177760.3679,459,,,,,,,,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',"תפו""א",חיטה א',חיטה ב',שעורה,,חימצה בעל,,חיטה א',גזר,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,129,129-2,ירדן,ירדן - 2,71,42,"שפד""ן בית קמה",71,,ד2,80,בית קמה מרכז - 8,42885,128,1188.913142,598690.3286,177708.1862,460,,,,,,,,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',"תפו""א",חיטה א',חיטה ב',שעורה,,חימצה בעל,,חיטה א',גזר,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,129,129-3,ירדן,ירדן - 3,93,43,"שפד""ן בית קמה",93,,ד2,80,בית קמה מרכז - 8,42885,128,1359.851779,599027.5147,177621.0866,26,,,,,,,,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',"תפו""א",חיטה א',חיטה ב',שעורה,,חימצה בעל,,חיטה א',גזר,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,129-9,129-9,ירדן פלחה,ירדן פלחה,80,,,80,,ד2,80,בית קמה מרכז - 8,42885,128,1703.033116,599525.3048,177278.4504,461,,,,,,,,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',שעורה,,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,127,127-1,מטע,מטע - 1,80,61,"שפד""ן בית קמה",80,,ד7,100,בית קמה דרום - 6,42931,127,1453.360401,595198.9909,176588.9593,144,,,,חיטה,חיטה ב',"תפו""א",כרב נח,חיטה א',גזר + חיטה ב',"תפו""א + כרב נח",חיטה א',חיטה ב',פפריקה,חיטה א',חיטה ב',גזר,חיטה לתחמיץ,,חיטה לתחמיץ?,פפריקה,כרב נח,פפריקה,כרב נח,גזר,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,127,127-2,מטע,מטע - 2,47,62,"שפד""ן בית קמה",47,מטע 2 - חלק דרומי עד הקו ברזים,ד7,100,בית קמה דרום - 6,42954,127,1358.897105,595567.4993,176881.0679,279,,,,חיטה,חיטה ב',"תפו""א",כרב נח,חיטה א',גזר + חיטה ב',כרב נח,"תפו""א + חיטה א'",חיטה א',פפריקה,חיטה א',חיטה ב',גזר,חיטה לתחמיץ,,חיטה לתחמיץ?,פפריקה,כרב נח,פפריקה,כרב נח,גזר,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,127,127-2,מטע,מטע - 2,50,62,"שפד""ן בית קמה",50,מטע 2 - חלק צפוני מהקו ברזים,ד7,100,בית קמה דרום - 6,42954,127,1358.897105,595567.4993,176881.0679,279,,,,חיטה,חיטה ב',"תפו""א",כרב נח,חיטה א',גזר + חיטה ב',כרב נח,"תפו""א + חיטה א'",חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א',,כרב נח,פפריקה,חיטה א',חיטה ב',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,103,103,מליחה,מליחה,63,,,63,,ד5,80,בית קמה מזרח - 7,42875,103,1435.64629,597297.4912,178614.5498,491,,,,,מללי,חיטה א',חיטה ב',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',חיטה ב',כרב נח,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,128,128-1,מסילה,מסילה - 1,83,41,"שפד""ן בית קמה",83,מסילה 1 - חלק מזרחי,ד2,80,בית קמה מרכז - 8,42894,128,1678.424935,598252.3393,177494.2083,463,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',"תפו""א",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',גזר,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,128,128-2,מסילה,מסילה - 2,92,42,"שפד""ן בית קמה",92,מסילה 2 - חלק מזרחי,ד2,80,בית קמה מרכז - 8,42894,128,1817.129348,598680.515,177378.6985,467,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',"תפו""א",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',גזר,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,128,128-1,מסילה,מסילה - 1,69,41,"שפד""ן בית קמה",69,מסילה 1 - חלק מערבי,ד2,80,בית קמה מרכז - 8,42894,128,1678.424935,598252.3393,177494.2083,463,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,128,128-2,מסילה,מסילה - 2,76,42,"שפד""ן בית קמה",76,מסילה 2 - חלק מערבי,ד2,80,בית קמה מרכז - 8,42894,128,1817.129348,598680.515,177378.6985,467,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,128,128-3,מסילה,מסילה - 3,167,43,"שפד""ן בית קמה",116,מסילה 3 - צד מזרחי,ד2,80,בית קמה מרכז - 8,42894,128,2646.037126,599064.0041,177083.1924,464,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,128,128-3,מסילה,מסילה - 3,92,43,"שפד""ן בית קמה",92,מסילה 3 - צד מערבי,ד2,80,בית קמה מרכז - 8,42894,128,2646.037126,599064.0041,177083.1924,464,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,"תפו""א + כרב נח","תפו""א",חיטה א',,חיטה ב',,שעורה,חיטה ב',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,128,128-4,מסילה,מסילה  - 4,129,44,"שפד""ן בית קמה",94,צד מזרחי,ד2,80,בית קמה מרכז - 8,42894,128,2048.546127,599388.1409,176937.6622,35,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,"תפו""א",גזר,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלקת בגזר 2018,,,plot
